hr,proper,dist,mag,absmag,spect,ci,rarad,decrad,con
2242,N/A,226.2443,5.880,-0.893,K2III,"rgb(255, 198, 172)",1.636857217538237,-0.35381638836610246,CMa
2222,N/A,366.3004,5.910,-1.909,B1V,"rgb(171, 173, 0)",1.6368622360171807,0.24174727278574001,Ori
2243,N/A,62.5391,5.990,2.009,K1III,"rgb(255, 206, 192)",1.6375349652438587,-0.32248732320677,CMa
2219,N/A,54.2594,4.320,0.648,G8IIIvar,"rgb(255, 207, 195)",1.6378966123371292,0.5148385501000975,Aur
2223,N/A,160.2564,5.340,-0.684,B7V,"rgb(190, 187, 0)",1.6380735232981272,0.28175155694765375,Ori
2237,N/A,214.1328,6.090,-0.563,B9III,"rgb(194, 189, 0)",1.6381477523738672,-0.15770371078034875,Mon
2234,N/A,65.0618,5.990,1.923,A5IVs,"rgb(222, 207, 0)",1.638404057112749,-0.08577803471338624,Mon
2233,N/A,37.1885,5.620,2.768,F6V,"rgb(255, 223, 243)",1.6387379967540185,-0.008939390819945001,Ori
2217,N/A,53.7634,6.860,3.208,F4V:,"rgb(255, 225, 250)",1.6390838887841845,0.6309136629279063,Aur
2231,N/A,200.4008,6.070,-0.439,B6V,"rgb(187, 184, 0)",1.6391679214872543,0.10587456371960126,Ori
2201,N/A,150.8296,5.370,-0.522,K3III,"rgb(255, 198, 171)",1.6391931877009638,1.0471796689523076,Cam
2244,N/A,125.0000,5.000,-0.485,B9V,"rgb(194, 190, 0)",1.6395103690838757,-0.23943149002685624,CMa
2229,N/A,357.1429,5.440,-2.324,B9II-III,"rgb(213, 202, 0)",1.6395160718279576,0.2190574416713625,Ori
2232,N/A,369.0037,6.630,-1.205,B3IV,"rgb(180, 179, 0)",1.6396650865288251,0.07476354716464625,Ori
2236,N/A,96.2464,6.370,1.453,F5IV:,"rgb(255, 225, 250)",1.640171183838007,0.020404267907538753,Ori
2252,N/A,303.9514,6.670,-0.744,K4III,"rgb(255, 191, 159)",1.64040339800402,-0.519906091738425,CMa
2249,N/A,238.6635,5.970,-0.919,B2/B3V,"rgb(180, 179, 0)",1.641168804149199,-0.29003892682092375,CMa
2274,N/A,37.4251,6.440,3.574,G1V,"rgb(255, 221, 234)",1.6419774479871103,-1.0334706000047038,Pic
2230,N/A,136.9863,6.090,0.407,G8III,"rgb(255, 211, 206)",1.6419946003748722,0.41835588860191875,Gem
2246,N/A,418.4100,6.630,-1.478,B6V,"rgb(198, 193, 0)",1.6421422086317956,0.01885560064787625,Ori
2235,N/A,294.1176,6.390,-0.953,K5II,"rgb(255, 191, 157)",1.6423397055462767,0.29987561718072875,Ori
2241,N/A,19.2493,5.040,3.618,F5IV-V,"rgb(255, 226, 251)",1.6425452449288387,0.214189651220585,Ori
2256,N/A,55.9597,4.370,0.631,G8II,"rgb(255, 209, 199)",1.6430191815442667,-0.6133177507515662,Col
2262,N/A,123.3046,6.000,0.545,A2Vm...,"rgb(229, 212, 0)",1.6431976956830492,-0.6852929596700787,Col
2248,N/A,284.9003,6.560,-0.713,B7III,"rgb(188, 185, 0)",1.6448596879124713,0.12309066631321,Ori
2240,N/A,100000.0000,6.240,-13.760,B3Ia,"rgb(255, 225, 250)",1.644878673151576,0.41435703328067625,Gem
2263,N/A,91.5751,5.540,0.731,K2III,"rgb(255, 204, 186)",1.6450623232686161,-0.6586426744373588,Col
2254,N/A,40.2576,6.050,3.026,F8/G0V,"rgb(255, 221, 236)",1.6452340973089281,-0.3964555388184013,CMa
2247,N/A,69.1085,5.390,1.192,A2V,"rgb(223, 208, 0)",1.6454542153481049,0.17352744866714626,Ori
2265,N/A,61.9195,5.880,1.921,A2V,"rgb(226, 210, 0)",1.6456687132592043,-0.6501961939916813,Col
2251,N/A,19.2493,5.700,4.278,G0.5Vb,"rgb(255, 220, 233)",1.6461464126979148,0.0890137436605075,Ori
2250,N/A,295.8580,6.590,-0.765,A0V,"rgb(202, 196, 0)",1.6473953235197805,0.24537021573540624,Ori
2228,N/A,71.1744,6.530,2.268,F0V,"rgb(240, 218, 0)",1.6474932053757814,0.810250832662675,Aur
2255,N/A,425.5319,6.760,-1.385,F0e...,"rgb(251, 224, 0)",1.6475271265693912,-0.18718635694801375,Mon
2260,N/A,189.7533,5.150,-1.241,K1III,"rgb(255, 199, 174)",1.6480070641967999,-0.2934929641881237,CMa
2278,N/A,366.3004,6.400,-1.419,K2/K3III,"rgb(255, 194, 163)",1.648735639701235,-0.9203650216998712,Car
2215,N/A,195.6947,5.010,-1.448,M3III,"rgb(255, 27, 67)",1.6489599013322964,1.0736442874617649,Lyn
2253,N/A,220.2643,6.120,-0.595,A3V,"rgb(215, 203, 0)",1.6497439842266781,0.25102824383535377,Ori
2266,N/A,243.9024,5.510,-1.426,B2/B3V,"rgb(181, 180, 0)",1.6503344922602092,-0.34848944271896376,CMa
2239,N/A,121.2121,6.330,0.912,K2III,"rgb(255, 205, 188)",1.6505624078102348,0.809142380124335,Aur
2259,N/A,98.8142,6.240,1.266,K0,"rgb(255, 212, 208)",1.652270739268616,0.15790312600657502,Ori
2281,N/A,657.8947,7.030,-2.061,G2Ib,"rgb(255, 213, 211)",1.6527385824872542,-0.8789321087789912,Pup
2268,N/A,175.1313,6.040,-0.177,M1III:,"rgb(255, 1, 139)",1.652884317996985,-0.26223490983865,CMa
2267,N/A,144.0922,5.360,-0.433,K1III,"rgb(255, 201, 178)",1.6530146351079953,-0.16388673611274251,Mon
2209,N/A,53.6481,4.760,1.112,A0Vn,"rgb(214, 203, 0)",1.653028882429237,1.2098585218853224,Cam
2271,N/A,537.6344,5.790,-2.862,B3II/III,"rgb(182, 180, 0)",1.6536249521616257,-0.36522080855733624,CMa
2258,N/A,260.4167,6.270,-0.808,B9IIIsp...,"rgb(191, 188, 0)",1.6538334497840097,0.30238281137825995,Ori
2270,N/A,127.0648,6.220,0.700,B9V,"rgb(200, 195, 0)",1.6542762469687498,-0.1498541722491575,Mon
2238,N/A,48.0077,4.440,1.033,A2Vs,"rgb(215, 203, 0)",1.6564184481015984,1.0299356243498425,Lyn
2279,N/A,125.0000,5.760,0.275,B9V,"rgb(194, 190, 0)",1.656677857229055,-0.6003337609450038,Col
2273,N/A,267.3797,5.270,-1.866,B2.5V,"rgb(179, 178, 0)",1.6568118511646408,-0.13653551030516875,Mon
2275,N/A,142.4501,4.910,-0.858,M1III,"rgb(255, 0, 150)",1.6580337069010496,-0.05139109242119,Ori
2269,N/A,181.8182,5.670,-0.628,K3Ib,"rgb(255, 190, 155)",1.6583699754433066,0.25571040438593245,Ori
2290,N/A,25.1319,6.610,4.609,G4V,"rgb(255, 219, 228)",1.6585038365265783,-0.8506925514891175,Pup
2282,N/A,111.1111,3.020,-2.209,B2.5V,"rgb(181, 180, 0)",1.6594293653695764,-0.5247047423752412,CMa
2288,N/A,595.2381,5.550,-3.323,B3V,"rgb(178, 178, 0)",1.6606981968169028,-0.5959277401213388,Col
2276,N/A,909.0909,6.540,-3.253,B5III,"rgb(190, 186, 0)",1.6618527283182267,0.2051847891016,Ori
2272,N/A,106.7236,6.410,1.269,A1Vs,"rgb(216, 204, 0)",1.663292762152948,0.5155845100481475,Aur
2284,N/A,337.8378,5.480,-2.164,B1Vpe SB,"rgb(211, 201, 0)",1.6642234577099124,-0.20548176546176503,CMa
2280,N/A,92.3361,6.300,1.473,A4.5V,"rgb(238, 217, 0)",1.664300194502967,0.03959318641507875,Mon
2277,N/A,131.4060,6.320,0.727,G9:III:,"rgb(255, 205, 189)",1.6643114262113323,0.31003162028021625,Gem
2264,N/A,59.2066,5.340,1.478,F5III...,"rgb(255, 225, 249)",1.6657801274474224,0.9329165153313738,Aur
2257,N/A,152.2070,6.050,0.138,A3V,"rgb(228, 211, 0)",1.6670479555623563,1.0362386144527176,Lyn
2296,N/A,71.7360,3.850,-0.429,G7II,"rgb(255, 213, 209)",1.6672861988312433,-0.5835752702644162,Col
2287,N/A,69.8324,6.000,1.780,F0III,"rgb(246, 222, 0)",1.6694360033754143,0.21939203182484873,Ori
2352,N/A,189.7533,5.560,-0.831,K5III,"rgb(255, 192, 160)",1.6695707112542753,-1.2214519768634111,Dor
2294,Mirzam,151.0574,1.980,-3.916,B1II/III,"rgb(170, 172, 0)",1.6698426956468702,-0.31338988393796,CMa
2320,N/A,48.2625,5.600,2.182,Am,"rgb(237, 217, 0)",1.6708506099710307,-0.9838415641207837,Pic
2286,N/A,71.0227,2.870,-1.387,M3IIIvar,"rgb(255, 0, 149)",1.6709799892208403,0.3929361989979738,Gem
2337,N/A,337.8378,6.300,-1.344,M1III,"rgb(255, 0, 150)",1.6712594368701663,-1.1114804031713126,Pic
2307,N/A,105.3741,6.310,1.196,G8III,"rgb(255, 211, 206)",1.6722056679800754,-0.5548456226388375,CMa
2292,N/A,325.7329,6.410,-1.154,B3V,"rgb(183, 181, 0)",1.6724974512981272,0.06570273245336375,Mon
2295,N/A,109.2896,6.660,1.467,A2V,"rgb(218, 205, 0)",1.672810428352125,-0.08181242643700375,Mon
2301,N/A,446.4286,6.110,-2.139,K5,"rgb(255, 26, 68)",1.6737647833722242,-0.17234650437826,Mon
2298,N/A,37.4953,4.390,1.520,A5IV,"rgb(234, 215, 0)",1.6745041872454056,0.0801606150278625,Mon
2303,N/A,448.4305,6.270,-1.988,K2/K3III,"rgb(255, 192, 159)",1.6745083719694838,-0.26304305791448246,CMa
2299,N/A,37.1058,6.720,3.873,F5V,"rgb(255, 225, 249)",1.67453438322202,0.08021205770415625,Mon
2336,N/A,103.8422,6.470,1.388,A3V,"rgb(224, 209, 0)",1.6745650216982197,-1.0217833038352713,Pic
2306,N/A,411.5226,6.610,-1.462,B8III,"rgb(186, 184, 0)",1.6746182420771119,-0.34532025671997,CMa
2311,N/A,310.5590,5.610,-1.851,K5III,"rgb(255, 191, 157)",1.6752190784436733,-0.4464138468753825,CMa
2326,Canopus,94.7867,-0.620,-5.504,F0Ib,"rgb(229, 212, 0)",1.6753053519997292,-0.9197127748902675,Car
2316,N/A,101.5228,5.620,0.587,K1II/III,"rgb(255, 207, 194)",1.6755896364328897,-0.6406713392573762,Col
2300,N/A,348.4321,6.240,-1.471,B8Vn,"rgb(197, 192, 0)",1.6756821325479199,0.15507275420922875,Mon
2305,N/A,106.8376,5.210,0.066,K3III,"rgb(255, 201, 179)",1.676266629078292,-0.20123799514463,CMa
2345,N/A,93.0233,5.780,0.937,A0V,"rgb(208, 201, 0)",1.6765241072755548,-1.0521075987883075,Pic
2309,N/A,289.0173,6.120,-1.185,B4V,"rgb(195, 190, 0)",1.6770126020100498,-0.22622852116263373,CMa
2354,N/A,31.7561,6.450,3.941,G3III/IV,"rgb(255, 219, 228)",1.6774491716985866,-1.1070436538588537,Pic
2318,N/A,21.8818,6.370,4.670,G2V,"rgb(255, 220, 231)",1.6787080927140905,-0.5023077203900538,CMa
2323,N/A,165.8375,6.300,0.202,B9V,"rgb(199, 194, 0)",1.6787520082806757,-0.7030880736857925,Col
2297,N/A,305.8104,6.700,-0.727,B8IIIn,"rgb(198, 193, 0)",1.6793522892846955,0.5184859386840576,Aur
2302,N/A,141.0437,6.350,0.603,G9III,"rgb(255, 206, 192)",1.679353570838103,0.28024978603508377,Ori
2289,N/A,100000.0000,4.920,-15.080,K5Iabvar,"rgb(255, 43, 31)",1.6794359767853817,0.8602360127954337,Aur
2360,N/A,224.2152,6.260,-0.493,B6V,"rgb(187, 185, 0)",1.679574126349748,-1.1140112656129786,Pic
2310,N/A,826.4463,6.260,-3.326,K1Iabv SB,"rgb(255, 213, 210)",1.6808248559004118,0.12366902479242374,Mon
2313,N/A,33.5683,5.880,3.250,F8V,"rgb(255, 222, 237)",1.6810826549712568,-0.01650876551780375,Mon
2312,N/A,361.0108,6.660,-1.128,B9V,"rgb(202, 196, 0)",1.6812235858920046,0.02620639140475625,Mon
2308,N/A,100000.0000,6.300,-13.700,C5II,"rgb(255, 74, 0)",1.681928259191137,0.2569472381351312,Ori
2377,N/A,82.7815,5.370,0.780,G8III,"rgb(255, 209, 199)",1.681962400919139,-1.2163251689446988,Dor
2329,N/A,168.3502,6.240,0.109,K3III,"rgb(255, 197, 170)",1.6820614506663318,-0.6119849227382388,Col
2304,N/A,150.6024,6.050,0.161,A2Vn,"rgb(213, 202, 0)",1.6822747847454536,0.4071358968081375,Gem
2348,N/A,180.1802,5.760,-0.519,B9V,"rgb(197, 192, 0)",1.6830539543752394,-0.8408454973018725,Pup
2315,N/A,147.2754,6.510,0.669,A0V,"rgb(203, 197, 0)",1.6832630017639103,0.03964826535541125,Mon
2317,N/A,287.3563,6.330,-0.962,G9III,"rgb(255, 208, 195)",1.683307116417815,-0.06787642041516126,Mon
2321,N/A,173.6111,6.400,0.202,A4V,"rgb(227, 210, 0)",1.6841575127283692,-0.1377934488984,Mon
2291,N/A,74.9625,5.530,1.156,A3m,"rgb(237, 216, 0)",1.6861225135616225,0.9823602460252124,Lyn
2325,N/A,396.8254,6.160,-1.833,B2.5V,"rgb(182, 181, 0)",1.6867475891931472,-0.08023976029510625,Mon
2324,N/A,72.4638,5.870,1.569,A3Vn,"rgb(219, 206, 0)",1.6871214401216978,-0.026307974183192497,Mon
2328,N/A,75.4148,6.350,1.963,A0Vn,"rgb(197, 192, 0)",1.6875044425922345,-0.1311080145701225,Mon
2293,N/A,191.9386,5.210,-1.206,K4III,"rgb(255, 192, 159)",1.6877970878349924,1.0195761289144825,Lyn
2327,N/A,201.6129,6.700,0.177,A1Vn,"rgb(215, 204, 0)",1.688520512226678,0.0146789550285,Mon
2369,N/A,172.7116,5.820,-0.367,K3III,"rgb(255, 200, 175)",1.688906442995613,-1.0123278969259024,Pic
2353,N/A,50.4032,6.480,2.968,F3V,"rgb(254, 226, 0)",1.689157643458748,-0.6614013666514326,Col
2349,N/A,29.8686,6.050,3.674,F8/G0V,"rgb(255, 222, 239)",1.6894334049162822,-0.4512809907669525,CMa
2334,N/A,260.4167,5.190,-1.888,K1II,"rgb(255, 202, 182)",1.6896068030214715,0.00522283202513,Mon
2335,N/A,212.3142,5.550,-1.085,K5III,"rgb(255, 197, 168)",1.6897398867223392,-0.0048170991660125,Mon
2333,N/A,94.4287,5.550,0.674,G9III,"rgb(255, 207, 194)",1.690093281768472,0.05075919789976625,Mon
2319,N/A,184.8429,6.430,0.096,K0,"rgb(255, 200, 176)",1.6911891979483795,0.5683306180239326,Aur
2314,N/A,94.8767,6.550,1.664,A0V,"rgb(202, 196, 0)",1.692311871116944,0.8273720537773387,Aur
2330,N/A,142.4501,6.220,0.452,A2Vs,"rgb(216, 204, 0)",1.6927274056642256,0.3577282666576525,Gem
2344,N/A,333.3333,5.060,-2.554,B2V,"rgb(179, 178, 0)",1.6927926225583365,-0.08311527320255375,Mon
2361,N/A,129.8701,4.470,-1.098,B4V,"rgb(180, 179, 0)",1.6937118194359047,-0.568629500710185,CMa
2285,N/A,177.9359,6.030,-0.221,A4V,"rgb(222, 208, 0)",1.6940227797598904,1.2310735679943314,Cam
2347,N/A,161.5509,6.480,0.438,B9V,"rgb(197, 192, 0)",1.6941886859295558,0.0333825518041125,Mon
2342,N/A,81.8331,6.160,1.595,K2III-IV,"rgb(255, 203, 185)",1.6943375210061258,0.17983685749684877,Mon
2340,N/A,68.9180,6.240,2.048,G5,"rgb(255, 211, 206)",1.695009643307889,0.28341330802667375,Gem
2332,N/A,100000.0000,5.750,-14.250,F5.5Ibv,"rgb(255, 215, 216)",1.695448386423207,0.5322038338031062,Aur
2359,N/A,139.8601,5.760,0.032,K0III,"rgb(255, 204, 187)",1.6956905724940181,-0.30483936199963996,CMa
2364,N/A,264.5503,5.740,-1.373,B5IV,"rgb(181, 180, 0)",1.6958232202186383,-0.5649854007199699,CMa
2368,N/A,74.5712,6.320,1.957,F2/F3V,"rgb(253, 226, 0)",1.6960541367278272,-0.7168918456485138,Col
2356,N/A,207.4689,3.760,-2.825,B3Ve,"rgb(188, 185, 0)",1.6965378440516206,-0.12275009683334125,Mon
2339,N/A,46.2321,6.570,3.245,F5,"rgb(255, 222, 238)",1.6970691936632376,0.47067090966038877,Gem
2343,N/A,166.9449,4.130,-1.983,B6III,"rgb(188, 185, 0)",1.6971717583212416,0.35276826870954753,Gem
2351,N/A,59.4884,6.590,2.718,A9IV,"rgb(243, 220, 0)",1.6973448780244864,0.1923214899496575,Mon
2355,N/A,300.3003,6.170,-1.218,M1,"rgb(255, 191, 159)",1.6984098186733665,0.046184804697389996,Mon
2389,N/A,93.2836,5.200,0.351,K0III,"rgb(255, 205, 190)",1.6994065426313327,-0.9922679520984901,Pic
2384,N/A,51.4403,5.280,1.723,F2V,"rgb(251, 225, 0)",1.7009024320239272,-0.8768374416906375,Pup
2338,N/A,187.2659,5.880,-0.482,K4III,"rgb(255, 194, 163)",1.7019124543232516,0.8148166261589775,Aur
2408,N/A,96.8054,6.280,1.351,F0III,"rgb(247, 222, 0)",1.7019149082391047,-1.1443817143334776,Dor
2362,N/A,775.1938,6.570,-2.877,A0III,"rgb(224, 209, 0)",1.7021031506683417,0.15759821264486626,Mon
2367,N/A,319.4888,5.920,-1.602,K0,"rgb(255, 197, 168)",1.7025160395978975,-0.1759555672961125,Mon
2373,N/A,500.0000,6.160,-2.335,B2III,"rgb(185, 182, 0)",1.7042329388329822,-0.2294789004892675,CMa
2380,N/A,377.3585,5.920,-1.964,B3IV/V,"rgb(182, 180, 0)",1.7050622367199622,-0.48467051198757377,CMa
2331,N/A,55.8036,5.860,2.127,K0IV,"rgb(255, 210, 202)",1.7051229575156648,1.0151294495773848,Lyn
2390,N/A,173.3102,6.190,-0.004,K3III,"rgb(255, 196, 167)",1.706051756503334,-0.7141233407300149,Col
2370,N/A,303.0303,6.170,-1.237,B2V:nne,"rgb(188, 185, 0)",1.7067547871375064,0.1963735476743725,Mon
2410,N/A,380.2281,6.150,-1.750,B3V,"rgb(183, 181, 0)",1.7068334507259921,-1.0800017923963463,Pic
2388,N/A,188.6792,5.820,-0.559,G8III+...,"rgb(255, 214, 213)",1.7070116967954314,-0.6153828532987713,Col
2400,N/A,36.9140,5.580,2.744,F8V,"rgb(255, 223, 240)",1.7073886331726975,-0.9045335157427962,Car
2379,N/A,112.3596,5.160,-0.093,K1III,"rgb(255, 200, 176)",1.7077351649323957,-0.21628037406678502,CMa
2393,N/A,220.7506,6.260,-0.460,M2/M3III,"rgb(255, 190, 152)",1.7086008333286433,-0.6447250939699338,Col
2371,N/A,134.9528,6.380,0.729,A8V,"rgb(241, 219, 0)",1.708781610963087,0.27756845864651,Gem
2374,N/A,340.1361,6.640,-1.018,B6III,"rgb(187, 185, 0)",1.7089230456069422,0.20581402914216623,Mon
2375,N/A,63.6537,5.220,1.201,A3V,"rgb(231, 213, 0)",1.7095717220372801,0.201487996580905,Mon
2381,N/A,214.1328,5.430,-1.223,K2III,"rgb(255, 197, 168)",1.7096999583007753,-0.14238806105372126,Mon
2387,N/A,423.7288,4.340,-3.795,B1III,"rgb(170, 172, 0)",1.7097948296143441,-0.4087285613832825,CMa
2412,N/A,232.0186,5.690,-1.138,B9V,"rgb(198, 193, 0)",1.710299853577798,-1.0254478656133477,Pic
2382,N/A,172.4138,5.880,-0.303,K0V,"rgb(255, 208, 197)",1.7118193155022328,0.08475317260127249,Mon
2399,N/A,83.7521,5.250,0.635,G8III,"rgb(255, 209, 198)",1.7119771594737436,-0.6579315642490713,Col
2386,N/A,41.8410,5.600,2.492,F0Vnn+...,"rgb(239, 218, 0)",1.7121046640935584,-0.10243022935760625,Mon
2378,N/A,210.5263,6.080,-0.537,K0III,"rgb(255, 206, 191)",1.712115226570763,0.2037413525622675,Mon
2372,N/A,80.5802,5.820,1.289,A3m + A3m,"rgb(232, 213, 0)",1.7123997844140664,0.566444827780635,Aur
2397,N/A,537.6344,5.730,-2.922,B2V,"rgb(178, 178, 0)",1.7132571345238004,-0.55903675625117,CMa
2392,N/A,123.3046,6.300,0.845,K0III:...,"rgb(255, 205, 189)",1.713831421381907,-0.1948901221401625,CMa
2385,N/A,100000.0000,4.470,-15.530,A0Ib,"rgb(214, 203, 0)",1.7143661839815436,0.12798438495706124,Mon
2407,N/A,150.6024,6.440,0.551,G8III,"rgb(255, 208, 197)",1.715530613427227,-0.67413673148899,Col
2416,N/A,183.8235,6.180,-0.142,G8III,"rgb(255, 205, 190)",1.716698097615253,-0.9133174249834575,Car
2403,N/A,98.8142,6.390,1.416,K0III+...,"rgb(255, 214, 213)",1.7167257008721764,-0.3651920122797613,CMa
2391,N/A,77.0416,5.570,1.136,K2III:,"rgb(255, 205, 188)",1.7174159506495181,0.24705420450744,Gem
2395,N/A,169.7793,5.090,-1.059,B5Vn,"rgb(185, 183, 0)",1.7175437527813617,-0.0212956960067575,Mon
2383,N/A,118.0638,6.530,1.169,A3V,"rgb(217, 205, 0)",1.717888061880312,0.5763782160875213,Aur
2411,N/A,120.0480,5.420,0.023,K3III,"rgb(255, 195, 165)",1.7183844485314732,-0.63236820384375,Col
2376,N/A,295.8580,6.450,-0.905,K0III:,"rgb(255, 191, 158)",1.72153444211302,0.96609283001443,Lyn
2415,N/A,161.2903,5.620,-0.418,B9V,"rgb(193, 189, 0)",1.7217186408994065,-0.5710063604627713,CMa
2404,N/A,115.4734,6.440,1.128,A0Vs,"rgb(207, 200, 0)",1.7225176660207375,0.13216473681051,Mon
2435,N/A,418.4100,4.350,-3.758,B9III,"rgb(205, 198, 0)",1.7234095784778427,-0.9245987633678375,Car
2414,N/A,135.3180,4.540,-1.117,A0III,"rgb(202, 196, 0)",1.7237589851418933,-0.400811249201825,CMa
2398,N/A,113.3787,5.260,-0.013,A0Vnn,"rgb(207, 200, 0)",1.7243897746073091,0.48908163743189,Aur
2409,N/A,467.2897,5.780,-2.568,B8Ib,"rgb(212, 201, 0)",1.724663640464778,0.015537206158617499,Mon
2406,N/A,469.4836,5.930,-2.428,K4III,"rgb(255, 192, 160)",1.724792299423207,0.17432933735678624,Mon
2424,N/A,156.2500,5.590,-0.379,A0V,"rgb(186, 183, 0)",1.7252739184798525,-0.6419299937906799,Col
2431,N/A,39.6040,6.360,3.371,F6V,"rgb(255, 224, 245)",1.7274423520913567,-0.62986545344423,Col
2413,N/A,454.5455,6.550,-1.738,B9V,"rgb(199, 193, 0)",1.7278836515177705,0.078505461868525,Mon
2423,N/A,107.5269,5.710,0.552,G8/K0III+..,"rgb(255, 213, 210)",1.729537711581451,-0.3256767564754663,CMa
2405,N/A,100000.0000,5.400,-14.600,C5II,"rgb(255, 74, 0)",1.730263906338693,0.6710005577621713,Aur
2418,N/A,230.9469,5.520,-1.298,B8V,"rgb(193, 189, 0)",1.7304453698393791,-0.09095160489575001,Mon
2429,N/A,19.7511,3.950,2.472,K1III+...,"rgb(255, 207, 194)",1.7308601236890002,-0.336078491665885,CMa
2433,N/A,322.5806,6.350,-1.193,B3V,"rgb(188, 185, 0)",1.7308622545093637,-0.39470152965994254,CMa
2428,N/A,210.9705,5.950,-0.671,K4/K5III,"rgb(255, 191, 157)",1.7312647403702144,-0.23249593371402374,CMa
2445,N/A,483.0918,6.360,-2.060,K0II,"rgb(255, 204, 185)",1.7316047832991324,-0.72530894359288,Col
2444,N/A,110.3753,6.030,0.816,K0III,"rgb(255, 207, 194)",1.7323766485197805,-0.6657821208650463,Col
2446,N/A,350.8772,5.720,-2.006,B6IV,"rgb(188, 185, 0)",1.7332454691512091,-0.6456086484959337,Col
2422,N/A,100000.0000,6.050,-13.950,O8e,"rgb(213, 202, 0)",1.7339876489449975,0.10708261884641375,Mon
2417,N/A,121.9512,6.440,1.009,A3V,"rgb(222, 208, 0)",1.7342237728604835,0.429191313174045,Gem
2426,N/A,152.4390,6.390,0.475,K0,"rgb(255, 197, 170)",1.7349223786913601,0.1894257056752875,Mon
2402,N/A,101.7294,5.870,0.833,A2V,"rgb(212, 202, 0)",1.7350313351797153,0.9923511183035162,Lyn
2430,N/A,135.6852,6.170,0.507,K1III,"rgb(255, 206, 190)",1.7351718931806244,0.047196468696023744,Mon
2437,N/A,80.0000,6.110,1.595,K1III:,"rgb(255, 208, 197)",1.7352058108202848,-0.226633023013815,CMa
2394,N/A,52.0562,5.940,2.358,G8IV-V,"rgb(255, 211, 205)",1.7352586084825625,1.0730499418361412,Lyn
2421,Alhena,33.5121,1.930,-0.696,A0IV,"rgb(211, 201, 0)",1.735344593460758,0.28622094417349375,Gem
2451,N/A,113.8952,3.170,-2.113,B8III SB,"rgb(190, 187, 0)",1.7355605987588851,-0.7539112642605688,Pup
2447,N/A,123.3046,5.250,-0.205,K1III,"rgb(255, 203, 183)",1.7357013782136306,-0.5644348505286363,CMa
2432,N/A,100000.0000,6.140,-13.860,B1Ib,"rgb(221, 207, 0)",1.7360720319094565,0.08651020957176625,Mon
2443,N/A,129.1990,4.420,-1.136,K0II/III,"rgb(255, 204, 186)",1.7361242319905883,-0.3183040323075325,CMa
2365,N/A,35.9583,6.260,3.481,F2,"rgb(254, 226, 0)",1.7362494344860404,1.2862314844161675,Cam
2468,N/A,21.2947,6.150,4.509,G1/G2V,"rgb(255, 220, 231)",1.7366313445464518,-1.0739602044031902,Pic
2440,N/A,232.5581,6.140,-0.693,K2,"rgb(255, 194, 162)",1.7380902140137027,-0.0443993731106475,Mon
2425,N/A,106.2699,5.760,0.628,B9npe...,"rgb(208, 201, 0)",1.7382758147236153,0.5058724006230237,Aur
2448,N/A,149.4768,6.010,0.137,A0IV,"rgb(216, 204, 0)",1.7391788929345806,-0.294498947318315,CMa
2462,N/A,146.1988,5.050,-0.775,G8III,"rgb(255, 208, 197)",1.7393394802910924,-0.84160095978767,Pup
2442,N/A,666.6667,6.230,-2.890,O9.5II,"rgb(220, 207, 0)",1.7393796780905435,0.02816120776492125,Mon
2419,N/A,149.7006,5.700,-0.176,K5III,"rgb(255, 197, 169)",1.739478130612605,0.6875000971455312,Aur
2420,N/A,420.1681,5.340,-2.777,B8III,"rgb(195, 190, 0)",1.7401791969345808,0.69643102936985,Aur
2441,N/A,358.4229,6.560,-1.212,B8IIIn,"rgb(196, 191, 0)",1.7401954760700773,0.0820411046673375,Mon
2436,N/A,129.1990,6.090,0.534,G9III,"rgb(255, 207, 194)",1.741351314232437,0.3845114114070375,Gem
2450,N/A,303.0303,4.820,-2.587,K2III,"rgb(255, 194, 163)",1.7421817702890823,-0.24689015194837374,CMa
2427,N/A,127.5510,4.800,-0.728,K3III,"rgb(255, 201, 178)",1.7424077458514389,0.7415707952603862,Aur
2439,N/A,32.7761,6.430,3.852,F8IV,"rgb(255, 223, 241)",1.743255341153315,0.4293538268161838,Gem
2438,N/A,258.3979,6.020,-1.041,B7III,"rgb(193, 189, 0)",1.7433745128960247,0.4932847453933362,Aur
2455,N/A,208.3333,6.050,-0.544,A0V,"rgb(203, 196, 0)",1.743600241653267,-0.41356732658218004,CMa
2460,N/A,73.3676,5.700,1.372,K1III,"rgb(255, 204, 186)",1.7440683490526256,-0.5318103864761312,CMa
2449,N/A,78.8644,5.990,1.506,A2V,"rgb(218, 205, 0)",1.7444359746820444,0.2265920511642775,Gem
2465,N/A,123.4568,6.590,1.132,K1IIICN...,"rgb(255, 203, 183)",1.7451043843043492,-0.6660001348649599,Pup
2434,N/A,212.3142,6.350,-0.285,K1III,"rgb(255, 201, 179)",1.7451751241137539,0.7681912055026913,Aur
2559,N/A,126.9036,5.610,0.093,A5III,"rgb(234, 215, 0)",1.745540558500319,-1.4104632699807162,Men
2346,N/A,126.5823,6.740,1.228,A1V,"rgb(218, 205, 0)",1.7465367754922791,1.3892736217096386,Cam
2363,N/A,214.1328,5.750,-0.903,K5III,"rgb(255, 193, 161)",1.747426956502058,1.3612832046243986,Cam
2454,N/A,286.5330,6.510,-0.776,B8III,"rgb(184, 182, 0)",1.747652448038556,0.1111993028789475,Mon
