hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
1669,NaN,5.171891,37.301854,485.4369,6.020,-2.411,B2II: comp,0.720,Aur
1668,NaN,5.178585,46.962070,48.6855,5.670,2.233,F5V,0.452,Aur
1694,NaN,5.179053,-25.910463,232.0186,6.400,-0.428,K1III/IV,1.246,Lep
1685,NaN,5.182785,-2.254114,46.7946,6.240,2.889,G8III,0.984,Ori
1687,NaN,5.188660,-2.490782,37.6223,5.890,3.013,F5V,0.462,Ori
1693,NaN,5.189686,-11.849089,149.0313,5.600,-0.266,M6.2III,1.350,Lep
1699,NaN,5.193288,-37.395281,409.8361,6.570,-1.493,M1III,1.653,Col
1690,NaN,5.194819,0.514574,393.7008,6.680,-1.296,B9Vn,-0.072,Ori
1684,NaN,5.194879,16.045673,105.2632,5.180,0.069,K5III,1.525,Ori
1691,NaN,5.195931,1.037028,195.3125,5.880,-0.574,F5,0.662,Ori
1696,NaN,5.204973,-11.869219,71.0732,4.450,0.191,B8V,-0.099,Lep
1643,NaN,5.206237,73.946674,115.8749,5.440,0.120,B9p Si,-0.108,Cam
1815,NaN,5.207140,-81.541732,216.4502,6.510,-0.167,K1III,1.107,Men
1697,NaN,5.213369,-6.057190,143.8849,5.900,0.110,G7III,0.960,Ori
1702,NaN,5.215528,-16.205468,57.0125,3.290,-0.490,B9IV: HgMn,-0.110,Lep
1675,NaN,5.217451,61.850040,131.7523,6.170,0.571,A2III,0.032,Cam
1705,NaN,5.220522,-12.941291,223.2143,4.360,-2.384,B7V,-0.094,Lep
1698,NaN,5.221523,2.861265,107.2961,4.460,-0.693,K3III...,1.166,Ori
1689,NaN,5.223811,38.484498,46.9043,4.820,1.464,A4m,0.189,Aur
1678,NaN,5.225353,62.691132,79.3021,6.490,1.994,A7Vn,0.204,Cam
1701,NaN,5.225432,1.967684,212.3142,6.080,-0.555,A5V,0.421,Ori
1744,NaN,5.229288,-67.185255,150.6024,4.810,-1.079,K2III,1.274,Dor
1715,NaN,5.229537,-35.825391,243.9024,6.980,0.044,K4III,1.470,Col
1703,NaN,5.229793,0.560423,307.6923,6.330,-1.111,M0V,1.463,Ori
1727,NaN,5.231482,-52.030755,189.0359,6.030,-0.353,K3III,1.392,Pic
1710,NaN,5.233319,-14.606872,76.7460,6.220,1.795,A9II/III,0.377,Lep
1721,NaN,5.241346,-35.976996,152.4390,5.750,-0.165,G8III,1.009,Col
1713,Rigel,5.242298,-8.201640,264.5503,0.180,-6.933,B8Ia,-0.030,Ori
1650,NaN,5.243205,76.472761,132.6260,6.360,0.747,A0V,-0.011,Cam
1709,NaN,5.245569,5.156151,149.0313,5.500,-0.366,K4III,1.369,Ori
1692,NaN,5.245631,53.213949,100000.0000,6.160,-13.840,A0V,0.084,Aur
1688,NaN,5.253164,59.405687,109.0513,6.150,0.962,K2III-IV,1.179,Cam
1717,NaN,5.255139,-1.409040,46.9043,6.150,2.794,F0IV,0.401,Ori
1723,NaN,5.256770,-26.943509,85.2515,5.060,0.406,B9V,-0.067,Lep
1706,NaN,5.256777,32.687600,87.5657,5.010,0.298,A9IV,0.222,Aur
1711,NaN,5.257682,22.284858,214.5923,6.260,-0.398,A2V,0.075,Tau
1742,NaN,5.260780,-52.182179,232.5581,6.480,-0.353,K2III,1.213,Pic
1730,NaN,5.263070,-34.926679,112.1076,6.660,1.412,A2III/IV,0.153,Col
1718,NaN,5.267815,11.341354,135.8696,5.520,-0.146,A0V,-0.012,Ori
1712,NaN,5.271708,34.312317,574.7126,5.990,-2.807,O9.5Vvar,0.199,Aur
1724,NaN,5.278067,1.947328,166.6667,6.420,0.311,A0V,-0.015,Ori
1708,Capella,5.278150,45.997991,13.1234,0.080,-0.510,M1: comp,0.795,Aur
1731,NaN,5.280073,-17.142339,371.7472,6.550,-1.301,B2V,-0.150,Lep
1707,NaN,5.288247,53.586123,421.9409,9.960,1.834,M6.5e-M9.5e,1.500,Aur
1743,NaN,5.291411,-34.895207,32.4465,4.810,2.254,K0/K1III/IV,0.987,Col
1735,NaN,5.293442,-6.844409,151.5152,3.590,-2.312,B5III,-0.115,Ori
1737,NaN,5.294512,-13.519826,49.0196,5.480,2.028,G8IV,0.932,Lep
1726,NaN,5.302935,33.371613,71.2251,4.540,0.277,K3III...,1.252,Aur
1683,NaN,5.303680,73.268071,111.2347,5.810,0.579,A0V,-0.023,Cam
1722,NaN,5.304359,42.792111,172.7116,5.550,-0.637,M4III,1.492,Aur
1728,NaN,5.305249,33.767348,122.1001,6.150,0.716,B9.5V,-0.043,Aur
1725,NaN,5.311201,40.465124,223.7136,6.220,-0.528,K0,1.386,Aur
1747,NaN,5.314017,-18.130050,25.0250,5.960,3.968,G0V,0.572,Lep
1732,NaN,5.316674,33.748394,126.7427,5.380,-0.135,A0p...,-0.167,Aur
1729,NaN,5.318995,40.099051,12.6310,4.690,4.183,G0V,0.630,Aur
1746,NaN,5.319783,2.595806,61.9579,5.340,1.380,F5IIvar,0.412,Ori
1741,NaN,5.320748,20.134596,120.3369,6.120,0.718,G8III+...,1.020,Tau
1739,NaN,5.321278,22.096494,75.8150,4.960,0.561,G8III,0.937,Tau
1753,NaN,5.321510,-18.519919,263.1579,6.370,-0.731,B5IV/V,-0.134,Lep
1754,NaN,5.321753,-18.509559,244.4988,6.530,-0.411,B8/B9IV:,-0.100,Lep
1767,NaN,5.322813,-50.605967,35.7143,5.440,2.676,F7III-IV,0.517,Pic
1758,NaN,5.323246,-27.368884,134.0483,5.980,0.344,A0V,-0.022,Col
1734,NaN,5.323261,33.985421,68.5871,6.490,2.309,A7V,0.256,Aur
1719,NaN,5.324404,58.117365,240.9639,6.130,-0.780,B5V,-0.031,Cam
1756,NaN,5.326257,-13.176788,261.0966,4.290,-2.794,B0.5IV,-0.235,Lep
1748,NaN,5.326468,-1.411892,219.2982,6.330,-0.375,B1.5Vn,-0.105,Ori
1757,NaN,5.333062,-12.315585,102.2495,5.290,0.242,B7/B8V,-0.104,Lep
1740,NaN,5.333589,33.958054,636.9427,5.050,-3.971,A5IIvar,0.287,Aur
1733,NaN,5.333977,44.425383,247.5248,6.490,-0.478,K0,1.331,Aur
1738,NaN,5.337409,41.086212,84.9618,5.460,0.814,A3V,0.122,Aur
1766,NaN,5.339086,-34.698856,160.5136,6.340,0.312,F0/F2IV,0.318,Col
1720,NaN,5.339615,62.653711,628.9308,5.640,-3.353,K4Iab:,1.728,Cam
1759,NaN,5.340669,-5.367528,281.6901,6.400,-0.849,B8III,-0.047,Ori
1762,NaN,5.340811,-21.239763,127.5510,4.700,-0.828,A0V,-0.048,Lep
1736,NaN,5.344212,46.963783,273.2240,6.540,-0.643,A2V+...,0.582,Aur
1755,NaN,5.349060,19.814347,168.6341,6.200,0.065,K0III,1.229,Tau
1750,NaN,5.349815,27.957262,166.1130,6.350,0.248,B9IV,0.039,Tau
1752,NaN,5.353524,29.569884,88.5740,5.660,0.923,A1Vs,0.060,Aur
1772,NaN,5.354684,-34.345051,440.5286,6.050,-2.170,B5II/III,-0.176,Col
1761,NaN,5.355363,4.011948,280.8989,6.490,-0.753,B5Vp,-0.089,Ori
1764,NaN,5.358845,-0.416491,307.6923,5.680,-1.761,B3V,-0.125,Ori
1763,NaN,5.362100,8.428556,436.6812,5.780,-2.421,B1V...,-0.114,Ori
1765,NaN,5.362708,-0.382465,284.9003,4.720,-2.553,B2IV-V,-0.168,Ori
1771,NaN,5.362849,-24.772981,107.8749,5.060,-0.105,A2/A3,0.662,Lep
1749,NaN,5.363448,41.804572,162.3377,5.220,-0.832,B5V,-0.129,Aur
1769,NaN,5.364164,-13.755685,233.1002,6.620,-0.218,B8II,-0.082,Lep
1801,NaN,5.372819,-56.134401,194.5525,6.100,-0.345,B8/B9V,-0.091,Pic
1686,NaN,5.376036,79.231149,20.8855,5.080,3.481,F6V,0.506,Cam
1770,NaN,5.380556,3.544452,476.1905,4.990,-3.399,B1V,-0.096,Ori
1760,NaN,5.380644,41.029260,89.6861,5.540,0.776,A3V,0.127,Aur
1785,NaN,5.386665,-26.705433,49.9750,6.490,2.996,F6V,0.505,Lep
1778,NaN,5.388475,-8.415595,122.6994,5.990,0.546,B8+...,-0.037,Ori
1768,NaN,5.389686,28.936761,162.6016,6.450,0.394,B9Vs,-0.040,Aur
1793,NaN,5.390006,-39.678423,199.2032,5.730,-0.766,M2III,1.626,Col
1751,NaN,5.391065,57.544395,103.0928,5.240,0.174,A0Vn,-0.011,Cam
1783,NaN,5.391710,-13.927352,505.0505,5.250,-3.267,B2IV,-0.219,Lep
1777,NaN,5.391963,5.323086,84.7458,6.340,1.699,A2V,0.123,Ori
1774,NaN,5.393807,16.699298,124.8439,6.090,0.608,A2IV,0.141,Tau
1797,NaN,5.394132,-37.336690,140.2525,6.800,1.065,K1III,1.037,Col
1781,NaN,5.395086,-0.159818,268.8172,5.690,-1.457,B1.5V,-0.208,Ori
1782,NaN,5.397592,-0.866622,55.7103,6.130,2.400,F7V,0.483,Ori
1784,NaN,5.399119,-7.808065,48.2393,4.130,0.713,G8III,0.943,Ori
1780,NaN,5.407071,17.383534,14.3864,5.000,4.210,F8V SB,0.544,Tau
1792,NaN,5.407914,-16.975781,68.2594,5.640,1.469,A0V,-0.001,Lep
1788,NaN,5.407949,-2.397146,299.4012,3.350,-4.031,B1V + B2,-0.240,Ori
1787,NaN,5.408030,-0.891328,57.2082,5.070,1.283,K0III,0.961,Ori
1786,NaN,5.410028,2.353165,462.9630,6.330,-1.998,B4IVn,-0.145,Ori
1775,NaN,5.410674,31.223912,191.9386,6.300,-0.116,K1III...,1.251,Aur
1776,NaN,5.410700,31.143148,211.4165,5.940,-0.686,B9III,0.034,Aur
1773,NaN,5.410873,37.385346,143.2665,5.020,-0.761,K4III,1.445,Aur
1789,NaN,5.412452,1.846445,318.4713,4.890,-2.625,B1V:pe,-0.200,Ori
1818,NaN,5.412858,-52.316245,157.2327,6.260,0.277,A0V,0.067,Pic
1813,NaN,5.415438,-44.225684,144.9275,6.090,0.284,K1III,1.195,Pic
1799,NaN,5.417151,-10.328887,133.8688,5.600,-0.033,K5III,1.543,Ori
1790,Bellatrix,5.418851,6.349702,77.3994,1.640,-2.804,B2III,-0.224,Ori
1779,NaN,5.420260,34.855035,125.4705,6.550,1.057,F6V...,1.101,Aur
1800,NaN,5.425300,-0.543945,215.0538,6.550,-0.113,B9sp...,-0.038,Ori
1803,NaN,5.429727,0.520244,380.2281,6.180,-1.720,B2.5V,-0.178,Ori
1812,NaN,5.433285,-19.695399,45.0248,5.780,2.513,F5V,0.441,Lep
1806,NaN,5.433990,-5.518501,204.0816,6.240,-0.309,B9.5Vn,-0.047,Ori
1798,NaN,5.434923,16.700161,179.5332,6.230,-0.041,B2Vn,-0.084,Tau
1791,Alnath,5.438198,28.607450,41.0509,1.650,-1.417,B7III,-0.130,Tau
1836,NaN,5.438687,-58.912520,140.4494,5.140,-0.598,G6III,0.986,Dor
1807,NaN,5.444119,6.868658,92.1659,6.410,1.587,A0Vn,-0.023,Ori
1795,NaN,5.446890,34.391810,645.1613,5.920,-3.128,A1p,0.138,Aur
1811,NaN,5.447286,3.095674,348.4321,4.590,-3.121,B2IV,-0.199,Ori
1796,NaN,5.447578,33.262258,100.8065,6.180,1.163,K0,1.152,Aur
1794,NaN,5.448422,35.457272,180.1802,6.170,-0.109,K2,1.453,Aur
1859,NaN,5.449948,-68.622544,77.8816,6.020,1.563,F0IV/V,0.346,Dor
1817,NaN,5.451323,-11.900964,27.0416,6.300,4.140,F7V:,0.553,Lep
1827,NaN,5.451478,-40.943510,91.9118,5.860,1.043,A7m,0.239,Col
1804,NaN,5.452298,30.208603,440.5286,5.690,-2.530,B9Ib,0.175,Aur
1808,NaN,5.452804,17.962216,168.3502,5.400,-0.731,B5V,-0.090,Tau
1809,NaN,5.453860,15.257630,130.3781,6.180,0.604,A1IV,0.083,Ori
1823,NaN,5.460139,-21.375713,119.9041,6.080,0.686,K0III,1.032,Lep
1810,NaN,5.460579,21.936965,191.5709,4.880,-1.532,B2.5IV,-0.140,Tau
1805,NaN,5.460802,34.475892,138.8889,5.080,-0.633,K4IIIp,1.400,Aur
1814,NaN,5.462669,15.874052,130.0390,5.520,-0.050,B9.5Vn,0.015,Tau
1820,NaN,5.467075,1.298251,395.2569,6.410,-1.574,B2V,-0.173,Ori
1816,NaN,5.467114,17.239130,187.9699,5.770,-0.600,M1III,1.634,Tau
1829,Nihal,5.470756,-20.759441,49.1642,2.810,-0.648,G5II,0.807,Lep
1835,NaN,5.470926,-37.230767,87.7963,5.560,0.843,A0V,0.026,Col
1819,NaN,5.476326,13.678979,93.5454,6.350,1.495,A4V,0.168,Ori
1826,NaN,5.482475,-3.307429,244.4988,6.390,-0.551,A0Vn,-0.007,Ori
1838,NaN,5.485190,-30.116726,135.3180,6.750,1.093,G8/K0III,1.061,Col
1821,NaN,5.487916,25.150215,130.3781,5.470,-0.106,B9Vn,-0.042,Tau
1867,NaN,5.488144,-62.314256,245.0980,6.600,-0.347,K4/K5III,1.526,Dor
1830,NaN,5.489913,-3.446394,151.0574,5.800,-0.096,K1III...,1.149,Ori
1745,NaN,5.490461,77.977510,226.2443,6.530,-0.243,A7III,0.181,Cam
1822,NaN,5.494626,29.186464,88.7311,6.200,1.460,F6III,0.476,Aur
1834,NaN,5.495550,-1.092239,155.7632,4.710,-1.252,K5III,1.592,Ori
1833,NaN,5.498548,1.789260,438.5965,5.770,-2.440,B2V,-0.192,Ori
1856,NaN,5.502632,-47.077655,44.1306,5.460,2.236,G3IV,0.615,Pic
1802,NaN,5.502835,63.067220,288.1844,5.430,-1.868,M1III,1.704,Cam
2059,NaN,5.503869,-84.785104,112.2334,6.180,0.929,A1V,-0.003,Men
1882,NaN,5.504408,-63.927686,113.8952,6.190,0.907,F0IV,0.225,Dor
1837,NaN,5.505534,4.204795,166.1130,6.210,0.108,K2IIIvar,1.280,Ori
1840,NaN,5.505765,-7.434811,729.9270,6.330,-2.986,B2IV-V,-0.194,Ori
1832,NaN,5.507268,15.360449,77.5795,5.930,1.481,A3Vn,0.103,Ori
1831,NaN,5.512040,22.462255,109.5290,6.290,1.092,K0,1.180,Tau
1825,NaN,5.512522,39.825916,175.4386,6.380,0.159,G9III,0.986,Aur
1839,NaN,5.513070,5.948139,92.8505,4.200,-0.639,B5V,-0.143,Ori
1824,NaN,5.513514,41.461994,128.8660,5.990,0.439,K0IIIp,1.112,Aur
1849,NaN,5.518785,-20.863659,83.2639,5.530,0.928,A0V,0.012,Lep
1862,NaN,5.520209,-35.470519,80.7103,3.860,-0.675,K1II/III,1.130,Col
1842,NaN,5.520703,3.292133,348.4321,5.460,-2.251,B1.5V,-0.176,Ori
1848,NaN,5.522470,-6.708379,714.2857,6.230,-3.039,B2V,-0.178,Ori
1870,NaN,5.526666,-45.925317,168.0672,5.860,-0.267,K3III,1.349,Pic
1616,NaN,5.530002,85.938528,101.5228,6.500,1.467,A5m,0.360,Cep
1953,NaN,5.531318,-76.340964,31.3578,5.180,2.698,K4III,1.130,Men
1855,NaN,5.532183,-7.301537,877.1930,4.620,-5.095,B0V,-0.261,Ori
1852,Mintaka,5.533445,-0.299092,212.3142,2.250,-4.385,O9.5II,-0.175,Ori
1845,NaN,5.536875,18.594234,549.4505,4.320,-4.380,M2Ib,2.060,Tau
1847,NaN,5.537262,17.058128,917.4312,5.500,-4.313,B7III,-0.004,Tau
1828,NaN,5.542707,57.221071,42.6985,6.440,3.288,F8V,0.587,Cam
1861,NaN,5.544820,-1.591831,478.4689,5.340,-3.059,B1IV,-0.188,Ori
1843,NaN,5.545465,32.192022,100000.0000,4.710,-15.290,B5Iab,0.281,Aur
1865,Arneb,5.545504,-17.822289,680.2721,2.580,-6.583,F0Ib,0.211,Lep
1877,NaN,5.547613,-38.513371,52.8262,5.450,1.836,K2/K3III,1.224,Col
1917,NaN,5.549873,-64.227517,71.0227,5.340,1.083,G8/K0III,1.039,Dor
1881,NaN,5.552049,-35.139376,78.9266,5.750,1.264,K0III,1.085,Col
1863,NaN,5.552041,-1.717358,315.4574,6.530,-0.965,B4Vn,-0.099,Ori
1850,NaN,5.557612,32.801180,106.2699,6.500,1.368,A2m,0.094,Aur
1846,NaN,5.557979,42.108958,549.4505,6.550,-2.150,B9IIIp...,-0.015,Aur
1868,NaN,5.558735,-1.156073,450.4505,5.360,-2.908,B1V,-0.175,Ori
1858,NaN,5.558786,18.540231,476.1905,5.670,-2.719,B2IV-Ve,-0.022,Tau
1922,NaN,5.560421,-62.489825,308.6420,3.760,-3.687,F6Ia,0.640,Dor
1854,NaN,5.560616,34.725570,137.3626,6.270,0.581,A3IV,0.170,Aur
1860,NaN,5.560788,20.474216,350.8772,6.190,-1.536,B6V,-0.034,Tau
1912,NaN,5.562315,-54.902289,55.7103,6.420,2.690,F8V,0.550,Pic
1888,NaN,5.564441,-29.849224,216.4502,6.520,-0.157,A0IV,-0.016,Col
1864,NaN,5.565079,14.305578,136.7989,5.600,-0.080,B3V,-0.118,Ori
1871,NaN,5.565996,1.407647,342.4658,6.580,-1.093,B2V,-0.174,Ori
1873,NaN,5.567747,-1.035726,310.5590,6.240,-1.221,B2.5V,-0.160,Ori
1874,NaN,5.567791,-1.470253,209.6436,5.920,-0.687,K5III,1.535,Ori
1872,NaN,5.571326,3.766895,84.6024,5.320,0.683,A2V,0.051,Ori
1964,NaN,5.579106,-73.741277,333.3333,5.790,-1.824,M2/M3III,1.717,Men
1876,NaN,5.580344,9.489579,333.3333,4.390,-3.224,B0IV...,-0.157,Ori
1936,NaN,5.582621,-61.176048,95.3289,6.320,1.424,G5IV,0.845,Dor
1886,NaN,5.583613,-6.009270,826.4463,5.670,-3.916,B1Vvar,-0.228,Ori
1887,NaN,5.584078,-6.002027,495.0495,4.780,-3.693,B0.5V,-0.248,Ori
1930,NaN,5.584095,-58.871144,406.5041,6.690,-1.355,K4III,1.504,Pic
1879,NaN,5.585633,9.934158,336.7003,3.390,-4.246,O...,-0.160,Ori
1883,NaN,5.587011,10.240093,343.6426,5.600,-2.081,B9IIIMNp...,0.149,Ori
1909,NaN,5.587631,-33.079724,92.4214,5.760,0.931,K0III,1.120,Col
1893,NaN,5.587728,-5.387315,100000.0000,4.980,-15.020,O7,NaN,Ori
1895,NaN,5.587907,-5.389696,100000.0000,5.130,-14.870,O6pe,0.020,Ori
1896,NaN,5.588111,-5.387680,100000.0000,6.710,-13.290,B0.5Vp...,0.080,Ori
1890,NaN,5.589407,-4.494172,380.2281,6.570,-1.330,B1.5V,-0.142,Ori
1891,NaN,5.589532,-4.424320,408.1633,6.240,-1.814,B2.5V,-0.148,Ori
1897,NaN,5.589695,-5.416060,473.9336,4.980,-3.399,O9.5Vpe,-0.097,Ori
1892,NaN,5.589768,-4.838358,271.0027,4.580,-2.585,B2III...,-0.183,Ori
1899,Hatsya,5.590551,-5.909901,714.2857,2.750,-6.519,O9III,-0.210,Ori
1875,NaN,5.590869,24.039589,169.4915,5.370,-0.776,B2.5IV,-0.092,Tau
1898,NaN,5.591966,-4.364046,361.0108,6.560,-1.228,B2.5IV,-0.160,Ori
1900,NaN,5.593307,-3.252840,476.1905,6.400,-1.989,B3IV,-0.122,Ori
1991,NaN,5.593372,-78.820839,261.7801,6.040,-1.050,B8III,-0.018,Men
1901,NaN,5.594301,-4.856067,110.2536,5.240,0.028,F0III,0.269,Ori
1878,NaN,5.598750,27.662347,236.9668,6.270,-0.603,K0,1.529,Tau
1927,NaN,5.600791,-47.313746,155.0388,6.100,0.148,K2III,1.159,Pic
1915,NaN,5.602859,-28.708015,52.7983,6.260,2.647,A2III/IV,0.151,Col
1903,Alnilam,5.603559,-1.201920,606.0606,1.690,-7.223,B0Ia,-0.184,Ori
1906,NaN,5.604174,-5.647923,390.6250,6.560,-1.399,B3Vvar,-0.180,Ori
1869,NaN,5.604432,47.715290,104.2753,6.100,1.009,F0V:,0.295,Aur
1889,NaN,5.608382,25.940166,85.7633,6.520,1.853,F5III,0.452,Tau
1866,NaN,5.609784,54.428658,228.8330,5.740,-1.058,M0III,1.671,Aur
1911,NaN,5.609915,-6.064752,471.6981,5.710,-2.658,B1V...,-0.212,Ori
1884,NaN,5.614560,40.182375,100000.0000,6.080,-13.920,G3Ib,1.032,Aur
1907,NaN,5.615108,9.290673,36.0231,4.090,1.307,G8III-IV,0.951,Ori
1960,NaN,5.615273,-66.560287,234.1920,6.280,-0.568,B9.5V,-0.052,Dor
1905,NaN,5.617704,17.040324,48.5909,5.530,2.097,F0V,0.237,Tau
1908,NaN,5.617884,11.035005,251.8892,5.970,-1.036,K4II SB,1.592,Ori
1919,NaN,5.619103,-11.775515,62.8931,6.100,2.107,A2V,0.051,Lep
2022,NaN,5.619160,-80.469122,18.3150,5.650,4.336,G3IV,0.600,Men
1902,NaN,5.619123,26.924473,154.7988,5.830,-0.119,B9IV-V,-0.075,Tau
1857,NaN,5.620852,64.154690,111.2347,6.150,0.919,A0V,0.006,Cam
1853,NaN,5.621122,66.696692,77.7605,6.260,1.806,A8Vn,0.231,Cam
1926,NaN,5.621251,-27.871362,39.3701,6.150,3.174,F0IV,0.322,Col
1913,NaN,5.622031,8.951875,344.8276,6.110,-1.578,B2IV-V,-0.170,Ori
1918,NaN,5.624266,-5.938391,408.1633,6.030,-2.024,B1Vvar,-0.210,Ori
1910,NaN,5.627413,21.142549,136.4256,2.970,-2.704,B4IIIp,-0.148,Tau
1935,NaN,5.629061,-28.689690,40.7997,5.280,2.227,F5V,0.486,Col
1904,NaN,5.629390,33.559167,154.0832,6.360,0.421,K0,1.306,Aur
1923,NaN,5.631496,-4.814034,495.0495,6.160,-2.313,B2IV-V,-0.029,Ori
1920,NaN,5.633644,7.541420,239.2344,5.870,-1.024,B8III,-0.061,Ori
1933,NaN,5.643881,-6.573959,411.5226,5.960,-2.112,B1.5IV,-0.216,Ori
1914,NaN,5.643913,30.492412,173.6111,5.400,-0.798,A2V + GIII,0.450,Aur
1947,NaN,5.645424,-40.707306,134.7709,5.810,0.162,B8V,-0.078,Col
1931,NaN,5.645769,-2.600069,328.9474,3.770,-3.816,O9.5V...,-0.190,Ori
1937,NaN,5.648079,-7.212829,44.6030,4.770,1.523,A4V,0.139,Ori
1921,NaN,5.649270,26.618068,105.5966,6.450,1.332,G9III,0.980,Tau
1934,NaN,5.653096,4.121467,423.7288,4.500,-3.635,B3IIIe,-0.098,Ori
1944,NaN,5.654507,-17.849408,473.9336,6.400,-1.979,B4,-0.095,Lep
1924,NaN,5.655087,29.215213,324.6753,5.980,-1.577,B2IV-V,0.144,Aur
1929,NaN,5.657530,21.762929,175.7469,6.420,0.196,A1Vn,0.066,Tau
1942,NaN,5.658567,-9.706628,166.9449,6.490,0.377,B7V,-0.107,Ori
1940,NaN,5.658653,-3.564704,42.5713,5.990,2.844,A8Vs,0.294,Ori
1956,Phakt,5.660817,-34.074108,80.1282,2.650,-1.869,B7IV,-0.120,Col
1844,NaN,5.662144,75.043871,215.5172,6.190,-0.477,M0III,1.606,Cam
1928,NaN,5.662277,25.897091,131.0616,5.180,-0.407,B3IV,-0.150,Tau
1958,NaN,5.663845,-32.629216,129.3661,5.440,-0.119,G6/G8III,0.913,Col
1938,NaN,5.676641,31.358197,190.4762,6.040,-0.359,B9.5III-IVp,0.037,Aur
1950,NaN,5.677027,-2.825236,418.4100,6.220,-1.888,B1.5V,-0.194,Ori
1939,NaN,5.678347,31.920607,595.2381,6.230,-2.643,M2SIab,2.088,Aur
1948,Alnitak,5.679313,-1.942572,225.7336,1.740,-5.028,O9.5Ib SB,-0.199,Ori
1957,NaN,5.679498,-10.408664,243.3090,6.460,-0.471,B9.5IIIp Si,-0.127,Ori
1952,NaN,5.680754,-1.128787,275.4821,4.950,-2.250,B2IV-V,-0.197,Ori
1955,NaN,5.684888,0.337753,47.9386,5.930,2.527,F0IV,0.311,Ori
1946,NaN,5.688255,16.534148,194.9318,4.840,-1.609,B3IV...,-0.125,Tau
1925,NaN,5.688982,53.481058,12.2775,6.210,5.764,K1V,0.840,Aur
1945,NaN,5.689160,29.487418,186.2197,6.400,0.050,B8IV,-0.081,Aur
1966,NaN,5.690812,-33.400741,153.6098,6.350,0.418,B9.5V,-0.040,Col
1959,NaN,5.694538,-2.896457,80.7103,6.410,1.875,A9IV-V,0.320,Ori
1962,NaN,5.694864,-16.725830,564.9718,6.220,-2.540,B4/B5III,-0.136,Lep
1951,NaN,5.698545,23.326228,242.7184,6.570,-0.356,B8p,-0.051,Tau
1954,NaN,5.701107,22.660325,99.7009,6.350,1.357,K2,1.194,Tau
1972,NaN,5.703217,-30.535442,226.7574,6.180,-0.598,A0V,0.023,Col
1968,NaN,5.703877,-22.373715,304.8780,5.880,-1.541,A2/A3V,0.080,Lep
1965,NaN,5.704021,-17.530376,245.7002,6.150,-0.802,K3III,1.376,Lep
1973,NaN,5.704221,-34.667812,131.4060,5.290,-0.303,B9/B9.5V,-0.032,Col
1916,NaN,5.707347,65.697649,83.6120,5.620,1.009,K5III,1.249,Cam
1963,NaN,5.707953,1.474629,90.0090,4.900,0.129,K1III,1.144,Ori
1967,NaN,5.714976,-6.796168,49.9500,5.970,2.477,F3V,0.447,Ori
1941,NaN,5.717130,56.581522,59.1716,6.050,2.189,K0III,0.951,Cam
1970,NaN,5.719255,-1.613248,161.2903,6.310,0.272,K4III,1.467,Ori
1961,NaN,5.722084,23.204372,253.8071,6.230,-0.793,B2.5Ve,-0.071,Tau
1975,NaN,5.722686,-18.557475,75.0751,5.730,1.353,A0V,-0.014,Lep
1981,NaN,5.725049,-39.406908,52.7704,6.250,2.638,F3V,0.377,Col
1984,NaN,5.728092,-45.832864,85.0340,6.380,1.732,F0IIIn,0.295,Pic
1714,NaN,5.730266,85.668356,159.2357,6.690,0.680,A2V,0.020,Cep
1943,NaN,5.735682,61.476536,110.9878,6.170,0.944,G5III:,0.902,Cam
1983,NaN,5.741057,-22.448382,8.9270,3.590,3.836,F7V,0.481,Lep
1980,NaN,5.741221,-20.126573,25.5428,6.340,4.304,F8/G0V,0.580,Lep
2015,NaN,5.746223,-65.735526,45.8716,4.340,1.032,A7V,0.217,Dor
1978,NaN,5.750498,4.008111,58.8582,6.090,2.241,F0III:n,0.320,Ori
1977,NaN,5.760947,20.695037,357.1429,6.870,-0.894,C5II,3.101,Tau
1974,NaN,5.763753,40.507235,60.5327,6.570,2.660,A3e...,0.256,Aur
1971,NaN,5.765012,49.826255,126.7427,5.460,-0.055,A0p...,0.030,Aur
1996,NaN,5.766637,-32.306435,408.1633,5.180,-2.874,B1IV/V,-0.274,Col
1986,NaN,5.767463,-4.268484,111.4827,6.240,1.004,K1III...,1.050,Ori
2008,NaN,5.774270,-46.597180,143.8849,5.310,-0.480,K0/K1II,1.040,Pic
1969,NaN,5.775106,56.115575,60.7903,5.930,2.011,A4Vn,0.164,Cam
1988,NaN,5.776364,1.168193,39.2773,5.950,2.979,G4V,0.773,Ori
1985,NaN,5.779305,15.822497,225.2252,6.000,-0.763,B8IIIMNp...,-0.061,Tau
1987,NaN,5.781149,9.522343,91.3242,5.780,0.977,G8III,0.888,Ori
1998,NaN,5.782595,-14.821950,21.6076,3.550,1.877,A2Vann,0.104,Lep
2005,NaN,5.784605,-28.638913,230.4147,6.220,-0.593,B5III,-0.132,Col
2000,NaN,5.785501,-16.238079,223.7136,6.180,-0.568,G8III,0.892,Lep
1989,NaN,5.786987,14.488322,104.1667,5.720,0.631,A3Vn,0.077,Tau
2023,NaN,5.787036,-54.360728,381.6794,6.190,-1.718,K3III,1.406,Pic
1979,NaN,5.787412,42.526748,180.1802,6.300,0.021,K0,1.354,Aur
2020,NaN,5.788079,-51.066514,19.4401,3.850,2.407,A3V,0.171,Pic
